Round,Agent,Bid,Winning_Bid
37,Agent 4,4.676443543364746,False
37,Agent 5,3.676443543364746,True
38,Agent 1,4.684591409345352,False
38,Agent 2,3.6845914093453516,False
38,Agent 3,2.6845914093453516,False
38,Agent 4,1.6845914093453516,False
38,Agent 5,0.6845914093453516,True
39,Agent 1,1.1698342554062822,False
39,Agent 2,0.16983425540628216,False
39,Agent 3,-0.8301657445937178,False
39,Agent 4,-1.8301657445937178,False
39,Agent 5,-2.830165744593718,True
40,Agent 1,-1.3988536636521225,False
40,Agent 2,-1.3988536636521225,False
40,Agent 3,-1.3988536636521225,False
40,Agent 4,-1.3988536636521225,False
40,Agent 5,-2.3988536636521225,True
41,Agent 1,-5.384865127015601,False
41,Agent 2,-5.384865127015601,False
41,Agent 3,-5.384865127015601,False
41,Agent 4,-5.384865127015601,False
41,Agent 5,-6.384865127015601,True
42,Agent 1,-9.431016475745444,False
42,Agent 2,-9.431016475745444,False
42,Agent 3,-9.431016475745444,False
42,Agent 4,-9.431016475745444,False
42,Agent 5,-10.431016475745444,True
43,Agent 1,-13.536706310987991,False
43,Agent 2,-13.536706310987991,False
43,Agent 3,-13.536706310987991,False
43,Agent 4,-13.536706310987991,False
43,Agent 5,-14.536706310987991,True
44,Agent 1,-17.70133924787811,False
44,Agent 2,-17.70133924787811,False
44,Agent 3,-17.70133924787811,False
44,Agent 4,-17.70133924787811,False
44,Agent 5,-18.70133924787811,True
45,Agent 1,-21.92432585539933,False
45,Agent 2,-21.92432585539933,False
45,Agent 3,-21.92432585539933,False
45,Agent 4,-21.92432585539933,False
45,Agent 5,-22.92432585539933,True
46,Agent 1,-26.205082596845337,False
46,Agent 2,-26.205082596845337,False
46,Agent 3,-26.205082596845337,False
46,Agent 4,-26.205082596845337,False
46,Agent 5,-27.205082596845337,True
47,Agent 1,-30.543031770876883,False
47,Agent 2,-30.543031770876883,False
47,Agent 3,-30.543031770876883,False
47,Agent 4,-30.543031770876883,False
47,Agent 5,-31.543031770876883,True
48,Agent 1,-34.937601453168114,False
48,Agent 2,-34.937601453168114,False
48,Agent 3,-34.937601453168114,False
48,Agent 4,-34.937601453168114,False
48,Agent 5,-35.937601453168114,True
49,Agent 1,-39.38822543863643,False
49,Agent 2,-39.38822543863643,False
49,Agent 3,-39.38822543863643,False
49,Agent 4,-39.38822543863643,False
49,Agent 5,-40.38822543863643,True
50,Agent 1,-43.89434318425007,False
50,Agent 2,-43.89434318425007,False
50,Agent 3,-43.89434318425007,False
50,Agent 4,-43.89434318425007,False
50,Agent 5,-44.89434318425007,True
1,Agent 1,70.04179291000676,False
1,Agent 2,69.04179291000676,False
1,Agent 3,68.04179291000676,False
1,Agent 4,67.04179291000676,False
1,Agent 5,66.04179291000676,True
2,Agent 1,90.93831785805627,False
2,Agent 2,89.93831785805627,False
2,Agent 3,84.08040447881827,False
2,Agent 4,83.08040447881827,False
2,Agent 5,82.08040447881827,True
3,Agent 1,62.93092263401571,False
3,Agent 2,61.93092263401571,False
3,Agent 3,60.93092263401571,False
3,Agent 4,59.93092263401571,False
3,Agent 5,58.93092263401571,True
4,Agent 1,62.085558453733206,False
4,Agent 2,61.085558453733206,False
4,Agent 3,60.085558453733206,False
4,Agent 4,59.085558453733206,False
4,Agent 5,58.085558453733206,True
5,Agent 1,72.61280529058544,False
5,Agent 2,71.61280529058544,False
5,Agent 3,70.61280529058544,False
5,Agent 4,69.61280529058544,False
5,Agent 5,68.61280529058544,True
6,Agent 1,53.383749307538196,False
6,Agent 2,52.383749307538196,False
6,Agent 3,51.383749307538196,False
6,Agent 4,50.383749307538196,False
6,Agent 5,49.383749307538196,True
7,Agent 1,64.3205939449979,False
7,Agent 2,63.320593944997896,False
7,Agent 3,62.320593944997896,False
7,Agent 4,61.320593944997896,False
7,Agent 5,60.320593944997896,True
8,Agent 1,63.26973790617636,False
8,Agent 2,62.26973790617636,False
8,Agent 3,61.26973790617636,False
8,Agent 4,60.26973790617636,False
8,Agent 5,59.26973790617636,True
9,Agent 1,56.791588748180835,False
9,Agent 2,55.791588748180835,False
9,Agent 3,54.791588748180835,False
9,Agent 4,53.791588748180835,False
9,Agent 5,52.791588748180835,True
10,Agent 1,46.32351479292881,False
10,Agent 2,45.32351479292881,False
10,Agent 3,44.32351479292881,False
10,Agent 4,43.32351479292881,False
10,Agent 5,42.32351479292881,True
11,Agent 1,59.1955224825435,False
11,Agent 2,58.1955224825435,False
11,Agent 3,50.57438699696087,False
11,Agent 4,49.57438699696087,False
11,Agent 5,48.57438699696087,True
12,Agent 1,41.09704502940425,False
12,Agent 2,40.09704502940425,False
12,Agent 3,39.09704502940425,False
12,Agent 4,38.09704502940425,False
12,Agent 5,37.09704502940425,True
13,Agent 1,53.981070640936075,False
13,Agent 2,52.981070640936075,False
13,Agent 3,38.12295669572135,False
13,Agent 4,37.12295669572135,False
13,Agent 5,36.12295669572135,True
14,Agent 1,36.56943437098238,False
14,Agent 2,35.56943437098238,False
14,Agent 3,31.241727128764133,False
14,Agent 4,30.241727128764133,False
14,Agent 5,29.241727128764133,True
15,Agent 1,22.690666643304766,False
15,Agent 2,21.690666643304766,False
15,Agent 3,20.690666643304766,False
15,Agent 4,19.690666643304766,False
15,Agent 5,18.690666643304766,True
16,Agent 1,31.178791047352533,False
16,Agent 2,30.178791047352533,False
16,Agent 3,16.190016758901727,False
16,Agent 4,15.190016758901727,False
16,Agent 5,14.190016758901727,True
17,Agent 1,6.324873216301095,False
17,Agent 2,5.324873216301095,False
17,Agent 3,4.324873216301095,False
17,Agent 4,3.3248732163010946,False
17,Agent 5,2.3248732163010946,True
18,Agent 1,0,False
18,Agent 2,-1,False
18,Agent 3,-2,False
18,Agent 4,-3,False
18,Agent 5,-4,True
19,Agent 1,0.0,False
19,Agent 2,-1.0,False
19,Agent 3,-9.546642928854414,False
19,Agent 4,-10.546642928854414,False
19,Agent 5,-11.546642928854414,True
20,Agent 1,-1.6534688750981186,False
20,Agent 2,-2.6534688750981186,False
20,Agent 3,-18.951176499565868,False
20,Agent 4,-19.951176499565868,False
20,Agent 5,-20.951176499565868,True
21,Agent 1,-11.636934186347137,False
21,Agent 2,-12.636934186347137,False
21,Agent 3,-28.76166473457021,False
21,Agent 4,-29.76166473457021,False
21,Agent 5,-30.76166473457021,True
22,Agent 1,-22.020564844483665,False
22,Agent 2,-23.020564844483665,False
22,Agent 3,-38.97404808722451,False
22,Agent 4,-39.97404808722451,False
22,Agent 5,-40.97404808722451,True
23,Agent 1,-32.800359196038826,False
23,Agent 2,-33.800359196038826,False
23,Agent 3,-49.58430760635227,False
23,Agent 4,-50.58430760635227,False
23,Agent 5,-51.58430760635227,True
24,Agent 1,-43.97235560407844,False
24,Agent 2,-44.97235560407844,False
24,Agent 3,-60.588464530288746,False
24,Agent 4,-61.588464530288746,False
24,Agent 5,-62.588464530288746,True
25,Agent 1,-55.532632048037655,False
25,Agent 2,-56.532632048037655,False
25,Agent 3,-71.98257988498587,False
25,Agent 4,-72.98257988498587,False
25,Agent 5,-73.98257988498587,True
26,Agent 1,-67.47730572755728,False
26,Agent 2,-68.47730572755728,False
26,Agent 3,-83.76275408613601,False
26,Agent 4,-84.76275408613601,False
26,Agent 5,-85.76275408613601,True
27,Agent 1,-79.8025326702817,False
27,Agent 2,-80.8025326702817,False
27,Agent 3,-95.92512654527467,False
27,Agent 4,-96.92512654527467,False
27,Agent 5,-97.92512654527467,True
28,Agent 1,-92.5045073435789,False
28,Agent 2,-93.5045073435789,False
28,Agent 3,-108.46587527982192,False
28,Agent 4,-109.46587527982192,False
28,Agent 5,-110.46587527982192,True
29,Agent 1,-105.57946227014311,False
29,Agent 2,-106.57946227014311,False
29,Agent 3,-121.3812165270237,False
29,Agent 4,-122.3812165270237,False
29,Agent 5,-123.3812165270237,True
30,Agent 1,-119.02366764744168,False
30,Agent 2,-120.02366764744168,False
30,Agent 3,-134.66740436175346,False
30,Agent 4,-135.66740436175346,False
30,Agent 5,-136.66740436175346,True
31,Agent 1,-132.83343097096727,False
31,Agent 2,-133.83343097096727,False
31,Agent 3,-148.32073031813593,False
31,Agent 4,-149.32073031813593,False
31,Agent 5,-150.32073031813593,True
32,Agent 1,-147.0050966612576,False
32,Agent 2,-148.0050966612576,False
32,Agent 3,-162.33752301495457,False
32,Agent 4,-163.33752301495457,False
32,Agent 5,-164.33752301495457,True
33,Agent 1,-161.53504569464502,False
33,Agent 2,-162.53504569464502,False
33,Agent 3,-176.71414778480502,False
33,Agent 4,-177.71414778480502,False
33,Agent 5,-178.71414778480502,True
34,Agent 1,-176.4196952376986,False
34,Agent 2,-177.4196952376986,False
34,Agent 3,-191.44700630695695,False
34,Agent 4,-192.44700630695695,False
34,Agent 5,-193.44700630695695,True
35,Agent 1,-191.6554982853216,False
35,Agent 2,-192.6554982853216,False
35,Agent 3,-206.5325362438874,False
35,Agent 4,-207.5325362438874,False
35,Agent 5,-208.5325362438874,True
36,Agent 1,-207.23894330246839,False
36,Agent 2,-208.23894330246839,False
36,Agent 3,-221.96721088144852,False
36,Agent 4,-222.96721088144852,False
36,Agent 5,-223.96721088144852,True
37,Agent 1,-223.16655386944373,False
37,Agent 2,-224.16655386944373,False
37,Agent 3,-237.74753877263404,False
37,Agent 4,-238.74753877263404,False
37,Agent 5,-239.74753877263404,True
38,Agent 1,-239.4348883307493,False
38,Agent 2,-240.4348883307493,False
38,Agent 3,-253.8700633849077,False
38,Agent 4,-254.8700633849077,False
38,Agent 5,-255.8700633849077,True
39,Agent 1,-256.0405394474418,False
39,Agent 2,-257.0405394474418,False
39,Agent 3,-270.3313627510586,False
39,Agent 4,-271.3313627510586,False
39,Agent 5,-272.3313627510586,True
40,Agent 1,-272.9801340529674,False
40,Agent 2,-273.9801340529674,False
40,Agent 3,-287.128049123548,False
40,Agent 4,-288.128049123548,False
40,Agent 5,-289.128049123548,True
41,Agent 1,-290.25033271243774,False
41,Agent 2,-291.25033271243774,False
41,Agent 3,-304.25676863231257,False
41,Agent 4,-305.25676863231257,False
41,Agent 5,-306.25676863231257,True
42,Agent 1,-307.84782938531333,False
42,Agent 2,-308.84782938531333,False
42,Agent 3,-321.71420094598943,False
42,Agent 4,-322.71420094598943,False
42,Agent 5,-323.71420094598943,True
43,Agent 1,-325.7693510914602,False
43,Agent 2,-326.7693510914602,False
43,Agent 3,-339.4970589365295,False
43,Agent 4,-340.4970589365295,False
43,Agent 5,-341.4970589365295,True
44,Agent 1,-344.0116575805456,False
44,Agent 2,-345.0116575805456,False
44,Agent 3,-357.6020883471642,False
44,Agent 4,-358.6020883471642,False
44,Agent 5,-359.6020883471642,True
45,Agent 1,-362.57154100474014,False
45,Agent 2,-363.57154100474014,False
45,Agent 3,-376.0260674636926,False
45,Agent 4,-377.0260674636926,False
45,Agent 5,-378.0260674636926,True
46,Agent 1,-381.4458255946928,False
46,Agent 2,-382.4458255946928,False
46,Agent 3,-394.76580678905566,False
46,Agent 4,-395.76580678905566,False
46,Agent 5,-396.76580678905566,True
47,Agent 1,-400.6313673387459,False
47,Agent 2,-401.6313673387459,False
47,Agent 3,-413.81814872116513,False
47,Agent 4,-414.81814872116513,False
47,Agent 5,-415.81814872116513,True
48,Agent 1,-420.1250536653585,False
48,Agent 2,-421.1250536653585,False
48,Agent 3,-433.1799672339535,False
48,Agent 4,-434.1799672339535,False
48,Agent 5,-435.1799672339535,True
49,Agent 1,-439.92380312870495,False
49,Agent 2,-440.92380312870495,False
49,Agent 3,-452.848167561614,False
49,Agent 4,-453.848167561614,False
49,Agent 5,-454.848167561614,True
50,Agent 1,-460.02456509741796,False
50,Agent 2,-461.02456509741796,False
50,Agent 3,-472.8196858859979,False
50,Agent 4,-473.8196858859979,False
50,Agent 5,-474.8196858859979,True
51,Agent 1,-480.42431944644386,False
51,Agent 2,-481.42431944644386,False
51,Agent 3,-493.0914890271379,False
51,Agent 4,-494.0914890271379,False
51,Agent 5,-495.0914890271379,True
52,Agent 1,-501.12007625197947,False
52,Agent 2,-502.12007625197947,False
52,Agent 3,-513.6605741368666,False
52,Agent 4,-514.6605741368666,False
52,Agent 5,-515.6605741368666,True
53,Agent 1,-522.1088754894597,False
53,Agent 2,-523.1088754894597,False
53,Agent 3,-534.523968395498,False
53,Agent 4,-535.523968395498,False
53,Agent 5,-536.523968395498,True
54,Agent 1,-543.3877867345651,False
54,Agent 2,-544.3877867345651,False
54,Agent 3,-555.6787287115429,False
54,Agent 4,-556.6787287115429,False
54,Agent 5,-557.6787287115429,True
55,Agent 1,-564.9539088672195,False
55,Agent 2,-565.9539088672195,False
55,Agent 3,-577.1219414244275,False
55,Agent 4,-578.1219414244275,False
55,Agent 5,-579.1219414244275,True
56,Agent 1,-586.8043697785473,False
56,Agent 2,-587.8043697785473,False
56,Agent 3,-598.8507220101833,False
56,Agent 4,-599.8507220101833,False
56,Agent 5,-600.8507220101833,True
57,Agent 1,-608.9363260807619,False
57,Agent 2,-609.9363260807619,False
57,Agent 3,-620.8622147900816,False
57,Agent 4,-621.8622147900816,False
57,Agent 5,-622.8622147900816,True
58,Agent 1,-631.3469628199543,False
58,Agent 2,-632.3469628199543,False
58,Agent 3,-643.1535926421808,False
58,Agent 4,-644.1535926421808,False
58,Agent 5,-645.1535926421808,True
59,Agent 1,-654.0334931917548,False
59,Agent 2,-655.0334931917548,False
59,Agent 3,-665.722056715759,False
59,Agent 4,-666.722056715759,False
59,Agent 5,-667.722056715759,True
60,Agent 1,-676.9931582598373,False
60,Agent 2,-677.9931582598373,False
60,Agent 3,-688.5648361486014,False
60,Agent 4,-689.5648361486014,False
60,Agent 5,-690.5648361486014,True
61,Agent 1,-700.2232266772389,False
61,Agent 2,-701.2232266772389,False
61,Agent 3,-711.6791877871154,False
61,Agent 4,-712.6791877871154,False
61,Agent 5,-713.6791877871154,True
62,Agent 1,-723.7209944104666,False
62,Agent 2,-724.7209944104666,False
62,Agent 3,-735.0623959092443,False
62,Agent 4,-736.0623959092443,False
62,Agent 5,-737.0623959092443,True
63,Agent 1,-747.483784466362,False
63,Agent 2,-748.483784466362,False
63,Agent 3,-758.7117719501518,False
63,Agent 4,-759.7117719501518,False
63,Agent 5,-760.7117719501518,True
64,Agent 1,-771.5089466216984,False
64,Agent 2,-772.5089466216984,False
64,Agent 3,-782.6246542306503,False
64,Agent 4,-783.6246542306503,False
64,Agent 5,-784.6246542306503,True
65,Agent 1,-795.7938571554815,False
65,Agent 2,-796.7938571554815,False
65,Agent 3,-806.7984076883439,False
65,Agent 4,-807.7984076883439,False
65,Agent 5,-808.7984076883439,True
66,Agent 1,-820.3359185839267,False
66,Agent 2,-821.3359185839267,False
66,Agent 3,-831.2304236114604,False
66,Agent 4,-832.2304236114604,False
66,Agent 5,-833.2304236114604,True
67,Agent 1,-845.1325593980874,False
67,Agent 2,-846.1325593980874,False
67,Agent 3,-855.9181193753458,False
67,Agent 4,-856.9181193753458,False
67,Agent 5,-857.9181193753458,True
68,Agent 1,-870.1812338041067,False
68,Agent 2,-871.1812338041067,False
68,Agent 3,-880.8589381815924,False
68,Agent 4,-881.8589381815924,False
68,Agent 5,-882.8589381815924,True
69,Agent 1,-895.4794214660657,False
69,Agent 2,-896.4794214660657,False
69,Agent 3,-906.0503487997765,False
69,Agent 4,-907.0503487997765,False
69,Agent 5,-908.0503487997765,True
70,Agent 1,-921.024627251405,False
70,Agent 2,-922.024627251405,False
70,Agent 3,-931.4898453117788,False
70,Agent 4,-932.4898453117788,False
70,Agent 5,-933.4898453117788,True
71,Agent 1,-946.814380978891,False
71,Agent 2,-947.814380978891,False
71,Agent 3,-957.174946858661,False
71,Agent 4,-958.174946858661,False
71,Agent 5,-959.174946858661,True
72,Agent 1,-972.8462371691021,False
72,Agent 2,-973.8462371691021,False
72,Agent 3,-983.1031973900745,False
72,Agent 4,-984.1031973900745,False
72,Agent 5,-985.1031973900745,True
73,Agent 1,-999.1177747974111,False
73,Agent 2,-1000.1177747974111,False
73,Agent 3,-1009.2721654161737,False
73,Agent 4,-1010.2721654161737,False
73,Agent 5,-1011.2721654161737,True
74,Agent 1,-1025.6265970494371,False
74,Agent 2,-1026.6265970494371,False
74,Agent 3,-1035.679443762012,False
74,Agent 4,-1036.679443762012,False
74,Agent 5,-1037.679443762012,True
75,Agent 1,-1052.3703310789429,False
75,Agent 2,-1053.3703310789429,False
75,Agent 3,-1062.322649324392,False
75,Agent 4,-1063.322649324392,False
75,Agent 5,-1064.322649324392,True
76,Agent 1,-1079.3466277681534,False
76,Agent 2,-1080.3466277681534,False
76,Agent 3,-1089.199422831148,False
76,Agent 4,-1090.199422831148,False
76,Agent 5,-1091.199422831148,True
77,Agent 1,-1106.553161490472,False
77,Agent 2,-1107.553161490472,False
77,Agent 3,-1116.3074286028366,False
77,Agent 4,-1117.3074286028366,False
77,Agent 5,-1118.3074286028366,True
78,Agent 1,-1133.987629875567,False
78,Agent 2,-1134.987629875567,False
78,Agent 3,-1143.6443543168084,False
78,Agent 4,-1144.6443543168084,False
78,Agent 5,-1145.6443543168084,True
79,Agent 1,-1161.6477535768115,False
79,Agent 2,-1162.6477535768115,False
79,Agent 3,-1171.2079107736404,False
79,Agent 4,-1172.2079107736404,False
79,Agent 5,-1173.2079107736404,True
80,Agent 1,-1189.5312760410436,False
80,Agent 2,-1190.5312760410436,False
80,Agent 3,-1198.995831665904,False
80,Agent 4,-1199.995831665904,False
80,Agent 5,-1200.995831665904,True
81,Agent 1,-1217.6359632806332,False
81,Agent 2,-1218.6359632806332,False
81,Agent 3,-1227.005873349245,False
81,Agent 4,-1228.005873349245,False
81,Agent 5,-1229.005873349245,True
82,Agent 1,-1245.9596036478267,False
82,Agent 2,-1246.9596036478267,False
82,Agent 3,-1255.2358146157526,False
82,Agent 4,-1256.2358146157526,False
82,Agent 5,-1257.2358146157526,True
83,Agent 1,-1274.5000076113483,False
83,Agent 2,-1275.5000076113483,False
83,Agent 3,-1283.683456469595,False
83,Agent 4,-1284.683456469595,False
83,Agent 5,-1285.683456469595,True
84,Agent 1,-1303.2550075352349,False
84,Agent 2,-1304.2550075352349,False
84,Agent 3,-1312.3466219048992,False
84,Agent 4,-1313.3466219048992,False
84,Agent 5,-1314.3466219048992,True
85,Agent 1,-1332.2224574598824,False
85,Agent 2,-1333.2224574598824,False
85,Agent 3,-1341.2231556858503,False
85,Agent 4,-1342.2231556858503,False
85,Agent 5,-1343.2231556858503,True
86,Agent 1,-1361.4002328852837,False
86,Agent 2,-1362.4002328852837,False
86,Agent 3,-1370.310924128992,False
86,Agent 4,-1371.310924128992,False
86,Agent 5,-1372.310924128992,True
87,Agent 1,-1390.786230556431,False
87,Agent 2,-1391.786230556431,False
87,Agent 3,-1399.607814887702,False
87,Agent 4,-1400.607814887702,False
87,Agent 5,-1401.607814887702,True
88,Agent 1,-1420.378368250867,False
88,Agent 2,-1421.378368250867,False
88,Agent 3,-1429.1117367388251,False
88,Agent 4,-1430.1117367388251,False
88,Agent 5,-1431.1117367388251,True
89,Agent 1,-1450.1745845683583,False
89,Agent 2,-1451.1745845683583,False
89,Agent 3,-1458.8206193714368,False
89,Agent 4,-1459.8206193714368,False
89,Agent 5,-1460.8206193714368,True
90,Agent 1,-1480.172838722675,False
90,Agent 2,-1481.172838722675,False
90,Agent 3,-1488.7324131777225,False
90,Agent 4,-1489.7324131777225,False
90,Agent 5,-1490.7324131777225,True
91,Agent 1,-1510.3711103354483,False
91,Agent 2,-1511.3711103354483,False
91,Agent 3,-1518.8450890459453,False
91,Agent 4,-1519.8450890459453,False
91,Agent 5,-1520.8450890459453,True
92,Agent 1,-1540.7673992320938,False
92,Agent 2,-1541.7673992320938,False
92,Agent 3,-1549.156638155486,False
92,Agent 4,-1550.156638155486,False
92,Agent 5,-1551.156638155486,True
93,Agent 1,-1571.359725239773,False
93,Agent 2,-1572.359725239773,False
93,Agent 3,-1579.665071773931,False
93,Agent 4,-1580.665071773931,False
93,Agent 5,-1581.665071773931,True
94,Agent 1,-1602.1461279873754,False
94,Agent 2,-1603.1461279873754,False
94,Agent 3,-1610.3684210561917,False
94,Agent 4,-1611.3684210561917,False
94,Agent 5,-1612.3684210561917,True
95,Agent 1,-1633.1246667075015,False
95,Agent 2,-1634.1246667075015,False
95,Agent 3,-1641.2647368456298,False
95,Agent 4,-1642.2647368456298,False
95,Agent 5,-1643.2647368456298,True
96,Agent 1,-1664.2934200404266,False
96,Agent 2,-1665.2934200404266,False
